timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2025-01-20T00:00:00.000Z";"2025-01-26T23:59:59.999Z";"2025-01-20T09:11:00.000Z";"2025-01-20T03:03:00.000Z";"2781";250.6249672916;272.1530321621;231.6345582781;240.8834557158;68227614869.77;117213195421.79;"2025-01-26T23:59:59.999Z"
"2025-01-13T00:00:00.000Z";"2025-01-19T23:59:59.999Z";"2025-01-19T11:16:00.000Z";"2025-01-13T14:37:00.000Z";"2781";188.5509235611;294.3349487093;170.628981331;250.5863586567;84740783347.9;121957297708.04;"2025-01-19T23:59:59.999Z"
"2025-01-06T00:00:00.000Z";"2025-01-12T23:59:59.999Z";"2025-01-06T16:14:00.000Z";"2025-01-09T20:40:00.000Z";"2781";213.394829439;222.9529720998;182.3223275146;188.5603798994;29430117639.55;91296616716.69;"2025-01-12T23:59:59.999Z"
"2024-12-30T00:00:00.000Z";"2025-01-05T23:59:59.999Z";"2025-01-03T16:41:00.000Z";"2024-12-30T15:35:00.000Z";"2781";189.7442068798;219.5595311622;185.937599705;213.3936291971;26208124497.71;103069505007.92;"2025-01-05T23:59:59.999Z"
"2024-12-23T00:00:00.000Z";"2024-12-29T23:59:59.999Z";"2024-12-25T02:58:00.000Z";"2024-12-23T01:22:00.000Z";"2781";180.1742823535;201.6346435204;176.718890973;189.7442650394;23865513941.85;91028686553.81;"2024-12-29T23:59:59.999Z"
"2024-12-16T00:00:00.000Z";"2024-12-22T23:59:59.999Z";"2024-12-17T18:49:00.000Z";"2024-12-20T12:02:00.000Z";"2781";223.6561243224;228.6862904253;175.9051614776;180.1689091929;60352319590.43;86365287665.64;"2024-12-22T23:59:59.999Z"
"2024-12-09T00:00:00.000Z";"2024-12-15T23:59:59.999Z";"2024-12-09T00:00:00.000Z";"2024-12-10T18:13:00.000Z";"2781";237.4574367283;237.4574367283;203.7238245626;223.657667657;42440379651.8;107163749523.11;"2024-12-15T23:59:59.999Z"
"2024-12-02T00:00:00.000Z";"2024-12-08T23:59:59.999Z";"2024-12-06T01:32:00.000Z";"2024-12-03T14:37:00.000Z";"2781";237.0654351069;246.4186514361;216.473030362;236.6723255582;45102823081.58;112662507564.09;"2024-12-08T23:59:59.999Z"
"2024-11-25T00:00:00.000Z";"2024-12-01T23:59:59.999Z";"2024-11-25T09:22:00.000Z";"2024-11-26T11:33:00.000Z";"2781";252.9160620047;256.4227093523;222.9572023311;237.0699247313;38516648617.47;112643053873.49;"2024-12-01T23:59:59.999Z"
"2024-11-18T00:00:00.000Z";"2024-11-24T23:59:59.999Z";"2024-11-23T04:43:00.000Z";"2024-11-21T02:44:00.000Z";"2781";237.575528406;263.8315458431;230.3415731162;252.9195255835;62249786514.74;120055808396.61;"2024-11-24T23:59:59.999Z"
"2024-11-11T00:00:00.000Z";"2024-11-17T23:59:59.999Z";"2024-11-17T08:44:00.000Z";"2024-11-13T04:53:00.000Z";"2781";210.6137295645;241.235331619;201.4705777386;237.575528406;61780438566.88;112756377394.86;"2024-11-17T23:59:59.999Z"
"2024-11-04T00:00:00.000Z";"2024-11-10T23:59:59.999Z";"2024-11-10T17:56:00.000Z";"2024-11-04T21:59:00.000Z";"2781";162.551697336;215.1790784919;155.1655239191;210.6137295645;38178045532.09;99334998768.58;"2024-11-10T23:59:59.999Z"
"2024-10-28T00:00:00.000Z";"2024-11-03T23:59:59.999Z";"2024-10-29T16:55:00.000Z";"2024-11-03T15:14:00.000Z";"2781";176.5536776643;183.039437932;158.1367705351;162.551297336;24011765558.81;76531617920.46;"2024-11-03T23:59:59.999Z"
